country,continent,year,lifeExp,pop,iso_alpha,iso_num,GDP per person,g7
Kuwait,Asia,1952,55.6,160000,KWT,414,108382.0,
Kuwait,Asia,1957,58.0,212846,KWT,414,113523.0,
Kuwait,Asia,1962,60.5,358266,KWT,414,95458.0,
Kuwait,Asia,1967,64.6,575003,KWT,414,80895.0,
Kuwait,Asia,1972,67.7,841934,KWT,414,109348.0,
Kuwait,Asia,1977,69.3,1140357,KWT,414,59265.0,
Kuwait,Asia,1982,71.3,1497494,KWT,414,31354.0,
Kuwait,Asia,1987,74.2,1891487,KWT,414,28118.0,
Kuwait,Asia,1992,75.2,1418095,KWT,414,34933.0,
Kuwait,Asia,1997,76.2,1765345,KWT,414,40301.0,
Kuwait,Asia,2002,76.9,2111561,KWT,414,35110.0,
Kuwait,Asia,2007,77.6,2505559,KWT,414,47307.0,
Lebanon,Asia,1952,55.9,1439529,LBN,422,4835.0,
Lebanon,Asia,1957,59.5,1647412,LBN,422,6090.0,
Lebanon,Asia,1962,62.1,1886848,LBN,422,5715.0,
Lebanon,Asia,1967,63.9,2186894,LBN,422,6007.0,
Lebanon,Asia,1972,65.4,2680018,LBN,422,7486.0,
Lebanon,Asia,1977,66.1,3115787,LBN,422,8660.0,
Lebanon,Asia,1982,67.0,3086876,LBN,422,7641.0,
Lebanon,Asia,1987,67.9,3089353,LBN,422,5377.0,
Lebanon,Asia,1992,69.3,3219994,LBN,422,6891.0,
Lebanon,Asia,1997,70.3,3430388,LBN,422,8755.0,
Lebanon,Asia,2002,71.0,3677780,LBN,422,9314.0,
Lebanon,Asia,2007,72.0,3921278,LBN,422,10461.0,
Lesotho,Africa,1952,42.1,748747,LSO,426,299.0,
Lesotho,Africa,1957,45.0,813338,LSO,426,336.0,
Lesotho,Africa,1962,47.7,893143,LSO,426,412.0,
Lesotho,Africa,1967,48.5,996380,LSO,426,499.0,
Lesotho,Africa,1972,49.8,1116779,LSO,426,497.0,
Lesotho,Africa,1977,52.2,1251524,LSO,426,745.0,
Lesotho,Africa,1982,55.1,1411807,LSO,426,797.0,
Lesotho,Africa,1987,57.2,1599200,LSO,426,774.0,
Lesotho,Africa,1992,59.7,1803195,LSO,426,977.0,
Lesotho,Africa,1997,55.6,1982823,LSO,426,1186.0,
Lesotho,Africa,2002,44.6,2046772,LSO,426,1275.0,
Lesotho,Africa,2007,42.6,2012649,LSO,426,1569.0,
Liberia,Africa,1952,38.5,863308,LBR,430,576.0,
Liberia,Africa,1957,39.5,975950,LBR,430,621.0,
Liberia,Africa,1962,40.5,1112796,LBR,430,634.0,
Liberia,Africa,1967,41.5,1279406,LBR,430,714.0,
Liberia,Africa,1972,42.6,1482628,LBR,430,803.0,
Liberia,Africa,1977,43.8,1703617,LBR,430,640.0,
Liberia,Africa,1982,44.9,1956875,LBR,430,572.0,
Liberia,Africa,1987,46.0,2269414,LBR,430,506.0,
Liberia,Africa,1992,40.8,1912974,LBR,430,637.0,
Liberia,Africa,1997,42.2,2200725,LBR,430,609.0,
Liberia,Africa,2002,43.8,2814651,LBR,430,531.0,
Liberia,Africa,2007,45.7,3193942,LBR,430,415.0,
Libya,Africa,1952,42.7,1019729,LBY,434,2388.0,
Libya,Africa,1957,45.3,1201578,LBY,434,3448.0,
Libya,Africa,1962,47.8,1441863,LBY,434,6757.0,
Libya,Africa,1967,50.2,1759224,LBY,434,18773.0,
Libya,Africa,1972,52.8,2183877,LBY,434,21011.0,
Libya,Africa,1977,57.4,2721783,LBY,434,21951.0,
Libya,Africa,1982,62.2,3344074,LBY,434,17364.0,
Libya,Africa,1987,66.2,3799845,LBY,434,11771.0,
Libya,Africa,1992,68.8,4364501,LBY,434,9640.0,
Libya,Africa,1997,71.6,4759670,LBY,434,9467.0,
Libya,Africa,2002,72.7,5368585,LBY,434,9535.0,
Libya,Africa,2007,74.0,6036914,LBY,434,12057.0,
Madagascar,Africa,1952,36.7,4762912,MDG,450,1443.0,
Madagascar,Africa,1957,38.9,5181679,MDG,450,1589.0,
Madagascar,Africa,1962,40.8,5703324,MDG,450,1643.0,
Madagascar,Africa,1967,42.9,6334556,MDG,450,1634.0,
Madagascar,Africa,1972,44.9,7082430,MDG,450,1749.0,
Madagascar,Africa,1977,46.9,8007166,MDG,450,1544.0,
Madagascar,Africa,1982,49.0,9171477,MDG,450,1303.0,
Madagascar,Africa,1987,49.4,10568642,MDG,450,1155.0,
Madagascar,Africa,1992,52.2,12210395,MDG,450,1041.0,
Madagascar,Africa,1997,55.0,14165114,MDG,450,986.0,
Madagascar,Africa,2002,57.3,16473477,MDG,450,895.0,
Madagascar,Africa,2007,59.4,19167654,MDG,450,1045.0,
Malawi,Africa,1952,36.3,2917802,MWI,454,369.0,
Malawi,Africa,1957,37.2,3221238,MWI,454,416.0,
Malawi,Africa,1962,38.4,3628608,MWI,454,428.0,
Malawi,Africa,1967,39.5,4147252,MWI,454,496.0,
Malawi,Africa,1972,41.8,4730997,MWI,454,585.0,
Malawi,Africa,1977,43.8,5637246,MWI,454,663.0,
Malawi,Africa,1982,45.6,6502825,MWI,454,633.0,
Malawi,Africa,1987,47.5,7824747,MWI,454,636.0,
Malawi,Africa,1992,49.4,10014249,MWI,454,563.0,
Malawi,Africa,1997,47.5,10419991,MWI,454,692.0,
Malawi,Africa,2002,45.0,11824495,MWI,454,665.0,
Malawi,Africa,2007,48.3,13327079,MWI,454,759.0,
Malaysia,Asia,1952,48.5,6748378,MYS,458,1831.0,
Malaysia,Asia,1957,52.1,7739235,MYS,458,1810.0,
Malaysia,Asia,1962,55.7,8906385,MYS,458,2037.0,
Malaysia,Asia,1967,59.4,10154878,MYS,458,2278.0,
Malaysia,Asia,1972,63.0,11441462,MYS,458,2849.0,
Malaysia,Asia,1977,65.3,12845381,MYS,458,3828.0,
Malaysia,Asia,1982,68.0,14441916,MYS,458,4920.0,
Malaysia,Asia,1987,69.5,16331785,MYS,458,5250.0,
Malaysia,Asia,1992,70.7,18319502,MYS,458,7278.0,
Malaysia,Asia,1997,71.9,20476091,MYS,458,10133.0,
Malaysia,Asia,2002,73.0,22662365,MYS,458,10207.0,
Malaysia,Asia,2007,74.2,24821286,MYS,458,12452.0,
Mali,Africa,1952,33.7,3838168,MLI,466,452.0,
Mali,Africa,1957,35.3,4241884,MLI,466,490.0,
Mali,Africa,1962,36.9,4690372,MLI,466,496.0,
Mali,Africa,1967,38.5,5212416,MLI,466,545.0,
Mali,Africa,1972,40.0,5828158,MLI,466,581.0,
Mali,Africa,1977,41.7,6491649,MLI,466,686.0,
Mali,Africa,1982,43.9,6998256,MLI,466,618.0,
Mali,Africa,1987,46.4,7634008,MLI,466,684.0,
Mali,Africa,1992,48.4,8416215,MLI,466,739.0,
Mali,Africa,1997,49.9,9384984,MLI,466,790.0,
Mali,Africa,2002,51.8,10580176,MLI,466,951.0,
Mali,Africa,2007,54.5,12031795,MLI,466,1043.0,
Mauritania,Africa,1952,40.5,1022556,MRT,478,743.0,
Mauritania,Africa,1957,42.3,1076852,MRT,478,846.0,
Mauritania,Africa,1962,44.2,1146757,MRT,478,1056.0,
Mauritania,Africa,1967,46.3,1230542,MRT,478,1421.0,
Mauritania,Africa,1972,48.4,1332786,MRT,478,1587.0,
Mauritania,Africa,1977,50.9,1456688,MRT,478,1497.0,
Mauritania,Africa,1982,53.6,1622136,MRT,478,1481.0,
Mauritania,Africa,1987,56.1,1841240,MRT,478,1422.0,
Mauritania,Africa,1992,58.3,2119465,MRT,478,1361.0,
Mauritania,Africa,1997,60.4,2444741,MRT,478,1483.0,
Mauritania,Africa,2002,62.2,2828858,MRT,478,1579.0,
Mauritania,Africa,2007,64.2,3270065,MRT,478,1803.0,
Mauritius,Africa,1952,51.0,516556,MUS,480,1968.0,
Mauritius,Africa,1957,58.1,609816,MUS,480,2034.0,
Mauritius,Africa,1962,60.2,701016,MUS,480,2529.0,
Mauritius,Africa,1967,61.6,789309,MUS,480,2475.0,
Mauritius,Africa,1972,62.9,851334,MUS,480,2575.0,
Mauritius,Africa,1977,64.9,913025,MUS,480,3711.0,
Mauritius,Africa,1982,66.7,992040,MUS,480,3688.0,
Mauritius,Africa,1987,68.7,1042663,MUS,480,4784.0,
Mauritius,Africa,1992,69.7,1096202,MUS,480,6058.0,
Mauritius,Africa,1997,70.7,1149818,MUS,480,7426.0,
Mauritius,Africa,2002,72.0,1200206,MUS,480,9022.0,
Mauritius,Africa,2007,72.8,1250882,MUS,480,10957.0,
Mexico,Americas,1952,50.8,30144317,MEX,484,3478.0,
Mexico,Americas,1957,55.2,35015548,MEX,484,4132.0,
Mexico,Americas,1962,58.3,41121485,MEX,484,4582.0,
Mexico,Americas,1967,60.1,47995559,MEX,484,5755.0,
Mexico,Americas,1972,62.4,55984294,MEX,484,6809.0,
Mexico,Americas,1977,65.0,63759976,MEX,484,7675.0,
Mexico,Americas,1982,67.4,71640904,MEX,484,9611.0,
Mexico,Americas,1987,69.5,80122492,MEX,484,8688.0,
Mexico,Americas,1992,71.5,88111030,MEX,484,9472.0,
Mexico,Americas,1997,73.7,95895146,MEX,484,9767.0,
Mexico,Americas,2002,74.9,102479927,MEX,484,10742.0,
Mexico,Americas,2007,76.2,108700891,MEX,484,11978.0,
Mongolia,Asia,1952,42.2,800663,MNG,496,787.0,
Mongolia,Asia,1957,45.2,882134,MNG,496,913.0,
Mongolia,Asia,1962,48.3,1010280,MNG,496,1056.0,
Mongolia,Asia,1967,51.3,1149500,MNG,496,1226.0,
Mongolia,Asia,1972,53.8,1320500,MNG,496,1422.0,
Mongolia,Asia,1977,55.5,1528000,MNG,496,1648.0,
Mongolia,Asia,1982,57.5,1756032,MNG,496,2001.0,
Mongolia,Asia,1987,60.2,2015133,MNG,496,2338.0,
Mongolia,Asia,1992,61.3,2312802,MNG,496,1785.0,
Mongolia,Asia,1997,63.6,2494803,MNG,496,1902.0,
Mongolia,Asia,2002,65.0,2674234,MNG,496,2141.0,
Mongolia,Asia,2007,66.8,2874127,MNG,496,3096.0,
Montenegro,Europe,1952,59.2,413834,MNE,499,2648.0,
Montenegro,Europe,1957,61.4,442829,MNE,499,3682.0,
Montenegro,Europe,1962,63.7,474528,MNE,499,4650.0,
Montenegro,Europe,1967,67.2,501035,MNE,499,5908.0,
Montenegro,Europe,1972,70.6,527678,MNE,499,7778.0,
Montenegro,Europe,1977,73.1,560073,MNE,499,9596.0,
Montenegro,Europe,1982,74.1,562548,MNE,499,11223.0,
Montenegro,Europe,1987,74.9,569473,MNE,499,11733.0,
Montenegro,Europe,1992,75.4,621621,MNE,499,7003.0,
Montenegro,Europe,1997,75.4,692651,MNE,499,6466.0,
Montenegro,Europe,2002,74.0,720230,MNE,499,6557.0,
Montenegro,Europe,2007,74.5,684736,MNE,499,9254.0,
Morocco,Africa,1952,42.9,9939217,MAR,504,1688.0,
Morocco,Africa,1957,45.4,11406350,MAR,504,1642.0,
Morocco,Africa,1962,47.9,13056604,MAR,504,1566.0,
Morocco,Africa,1967,50.3,14770296,MAR,504,1711.0,
Morocco,Africa,1972,52.9,16660670,MAR,504,1930.0,
Morocco,Africa,1977,55.7,18396941,MAR,504,2371.0,
Morocco,Africa,1982,59.6,20198730,MAR,504,2703.0,
Morocco,Africa,1987,62.7,22987397,MAR,504,2755.0,
Morocco,Africa,1992,65.4,25798239,MAR,504,2948.0,
Morocco,Africa,1997,67.7,28529501,MAR,504,2982.0,
Morocco,Africa,2002,69.6,31167783,MAR,504,3258.0,
Morocco,Africa,2007,71.2,33757175,MAR,504,3820.0,
Mozambique,Africa,1952,31.3,6446316,MOZ,508,469.0,
Mozambique,Africa,1957,33.8,7038035,MOZ,508,496.0,
Mozambique,Africa,1962,36.2,7788944,MOZ,508,557.0,
Mozambique,Africa,1967,38.1,8680909,MOZ,508,567.0,
Mozambique,Africa,1972,40.3,9809596,MOZ,508,725.0,
Mozambique,Africa,1977,42.5,11127868,MOZ,508,502.0,
Mozambique,Africa,1982,42.8,12587223,MOZ,508,462.0,
Mozambique,Africa,1987,42.9,12891952,MOZ,508,390.0,
Mozambique,Africa,1992,44.3,13160731,MOZ,508,411.0,
Mozambique,Africa,1997,46.3,16603334,MOZ,508,472.0,
Mozambique,Africa,2002,44.0,18473780,MOZ,508,634.0,
Mozambique,Africa,2007,42.1,19951656,MOZ,508,824.0,
Myanmar,Asia,1952,36.3,20092996,MMR,104,331.0,
Myanmar,Asia,1957,41.9,21731844,MMR,104,350.0,
Myanmar,Asia,1962,45.1,23634436,MMR,104,388.0,
Myanmar,Asia,1967,49.4,25870271,MMR,104,349.0,
Myanmar,Asia,1972,53.1,28466390,MMR,104,357.0,
Myanmar,Asia,1977,56.1,31528087,MMR,104,371.0,
Myanmar,Asia,1982,58.1,34680442,MMR,104,424.0,
Myanmar,Asia,1987,58.3,38028578,MMR,104,385.0,
Myanmar,Asia,1992,59.3,40546538,MMR,104,347.0,
Myanmar,Asia,1997,60.3,43247867,MMR,104,415.0,
Myanmar,Asia,2002,59.9,45598081,MMR,104,611.0,
Myanmar,Asia,2007,62.1,47761980,MMR,104,944.0,
Namibia,Africa,1952,41.7,485831,NAM,516,2424.0,
Namibia,Africa,1957,45.2,548080,NAM,516,2621.0,
Namibia,Africa,1962,48.4,621392,NAM,516,3173.0,
Namibia,Africa,1967,51.2,706640,NAM,516,3794.0,
Namibia,Africa,1972,53.9,821782,NAM,516,3746.0,
Namibia,Africa,1977,56.4,977026,NAM,516,3876.0,
Namibia,Africa,1982,59.0,1099010,NAM,516,4191.0,
Namibia,Africa,1987,60.8,1278184,NAM,516,3694.0,
Namibia,Africa,1992,62.0,1554253,NAM,516,3805.0,
Namibia,Africa,1997,58.9,1774766,NAM,516,3900.0,
Namibia,Africa,2002,51.5,1972153,NAM,516,4072.0,
Namibia,Africa,2007,52.9,2055080,NAM,516,4811.0,
Nepal,Asia,1952,36.2,9182536,NPL,524,546.0,
Nepal,Asia,1957,37.7,9682338,NPL,524,598.0,
Nepal,Asia,1962,39.4,10332057,NPL,524,652.0,
Nepal,Asia,1967,41.5,11261690,NPL,524,676.0,
Nepal,Asia,1972,44.0,12412593,NPL,524,675.0,
Nepal,Asia,1977,46.7,13933198,NPL,524,694.0,
Nepal,Asia,1982,49.6,15796314,NPL,524,718.0,
Nepal,Asia,1987,52.5,17917180,NPL,524,776.0,
Nepal,Asia,1992,55.7,20326209,NPL,524,898.0,
Nepal,Asia,1997,59.4,23001113,NPL,524,1011.0,
Nepal,Asia,2002,61.3,25873917,NPL,524,1057.0,
Nepal,Asia,2007,63.8,28901790,NPL,524,1091.0,
Netherlands,Europe,1952,72.1,10381988,NLD,528,8942.0,
Netherlands,Europe,1957,73.0,11026383,NLD,528,11276.0,
Netherlands,Europe,1962,73.2,11805689,NLD,528,12791.0,
Netherlands,Europe,1967,73.8,12596822,NLD,528,15363.0,
Netherlands,Europe,1972,73.8,13329874,NLD,528,18795.0,
Netherlands,Europe,1977,75.2,13852989,NLD,528,21209.0,
Netherlands,Europe,1982,76.0,14310401,NLD,528,21399.0,
Netherlands,Europe,1987,76.8,14665278,NLD,528,23651.0,
Netherlands,Europe,1992,77.4,15174244,NLD,528,26791.0,
Netherlands,Europe,1997,78.0,15604464,NLD,528,30246.0,
Netherlands,Europe,2002,78.5,16122830,NLD,528,33725.0,
Netherlands,Europe,2007,79.8,16570613,NLD,528,36798.0,
New Zealand,Oceania,1952,69.4,1994794,NZL,554,10557.0,
New Zealand,Oceania,1957,70.3,2229407,NZL,554,12247.0,
New Zealand,Oceania,1962,71.2,2488550,NZL,554,13176.0,
New Zealand,Oceania,1967,71.5,2728150,NZL,554,14464.0,
New Zealand,Oceania,1972,71.9,2929100,NZL,554,16046.0,
New Zealand,Oceania,1977,72.2,3164900,NZL,554,16234.0,
New Zealand,Oceania,1982,73.8,3210650,NZL,554,17632.0,
New Zealand,Oceania,1987,74.3,3317166,NZL,554,19007.0,
New Zealand,Oceania,1992,76.3,3437674,NZL,554,18363.0,
New Zealand,Oceania,1997,77.6,3676187,NZL,554,21050.0,
New Zealand,Oceania,2002,79.1,3908037,NZL,554,23190.0,
New Zealand,Oceania,2007,80.2,4115771,NZL,554,25185.0,
Nicaragua,Americas,1952,42.3,1165790,NIC,558,3112.0,
Nicaragua,Americas,1957,45.4,1358828,NIC,558,3457.0,
Nicaragua,Americas,1962,48.6,1590597,NIC,558,3634.0,
Nicaragua,Americas,1967,51.9,1865490,NIC,558,4643.0,
Nicaragua,Americas,1972,55.2,2182908,NIC,558,4689.0,
Nicaragua,Americas,1977,57.5,2554598,NIC,558,5486.0,
Nicaragua,Americas,1982,59.3,2979423,NIC,558,3470.0,
Nicaragua,Americas,1987,62.0,3344353,NIC,558,2956.0,
Nicaragua,Americas,1992,65.8,4017939,NIC,558,2170.0,
Nicaragua,Americas,1997,68.4,4609572,NIC,558,2253.0,
Nicaragua,Americas,2002,70.8,5146848,NIC,558,2475.0,
Nicaragua,Americas,2007,72.9,5675356,NIC,558,2749.0,
Niger,Africa,1952,37.4,3379468,NER,562,762.0,
Niger,Africa,1957,38.6,3692184,NER,562,836.0,
Niger,Africa,1962,39.5,4076008,NER,562,998.0,
Niger,Africa,1967,40.1,4534062,NER,562,1054.0,
Niger,Africa,1972,40.5,5060262,NER,562,954.0,
Niger,Africa,1977,41.3,5682086,NER,562,809.0,
Niger,Africa,1982,42.6,6437188,NER,562,910.0,
Niger,Africa,1987,44.6,7332638,NER,562,668.0,
Niger,Africa,1992,47.4,8392818,NER,562,581.0,
Niger,Africa,1997,51.3,9666252,NER,562,580.0,
Niger,Africa,2002,54.5,11140655,NER,562,601.0,
Niger,Africa,2007,56.9,12894865,NER,562,620.0,
Nigeria,Africa,1952,36.3,33119096,NGA,566,1077.0,
Nigeria,Africa,1957,37.8,37173340,NGA,566,1101.0,
Nigeria,Africa,1962,39.4,41871351,NGA,566,1151.0,
Nigeria,Africa,1967,41.0,47287752,NGA,566,1015.0,
Nigeria,Africa,1972,42.8,53740085,NGA,566,1698.0,
Nigeria,Africa,1977,44.5,62209173,NGA,566,1982.0,
Nigeria,Africa,1982,45.8,73039376,NGA,566,1577.0,
Nigeria,Africa,1987,46.9,81551520,NGA,566,1385.0,
Nigeria,Africa,1992,47.5,93364244,NGA,566,1620.0,
Nigeria,Africa,1997,47.5,106207839,NGA,566,1625.0,
Nigeria,Africa,2002,46.6,119901274,NGA,566,1615.0,
Nigeria,Africa,2007,46.9,135031164,NGA,566,2014.0,
Norway,Europe,1952,72.7,3327728,NOR,578,10095.0,
Norway,Europe,1957,73.4,3491938,NOR,578,11654.0,
Norway,Europe,1962,73.5,3638919,NOR,578,13450.0,
Norway,Europe,1967,74.1,3786019,NOR,578,16362.0,
Norway,Europe,1972,74.3,3933004,NOR,578,18965.0,
Norway,Europe,1977,75.4,4043205,NOR,578,23311.0,
Norway,Europe,1982,76.0,4114787,NOR,578,26299.0,
Norway,Europe,1987,75.9,4186147,NOR,578,31541.0,
Norway,Europe,1992,77.3,4286357,NOR,578,33966.0,
Norway,Europe,1997,78.3,4405672,NOR,578,41283.0,
Norway,Europe,2002,79.0,4535591,NOR,578,44684.0,
Norway,Europe,2007,80.2,4627926,NOR,578,49357.0,
Oman,Asia,1952,37.6,507833,OMN,512,1828.0,
Oman,Asia,1957,40.1,561977,OMN,512,2243.0,
Oman,Asia,1962,43.2,628164,OMN,512,2925.0,
Oman,Asia,1967,47.0,714775,OMN,512,4721.0,
Oman,Asia,1972,52.1,829050,OMN,512,10618.0,
Oman,Asia,1977,57.4,1004533,OMN,512,11848.0,
Oman,Asia,1982,62.7,1301048,OMN,512,12955.0,
Oman,Asia,1987,67.7,1593882,OMN,512,18115.0,
Oman,Asia,1992,71.2,1915208,OMN,512,18617.0,
Oman,Asia,1997,72.5,2283635,OMN,512,19702.0,
Oman,Asia,2002,74.2,2713462,OMN,512,19775.0,
Oman,Asia,2007,75.6,3204897,OMN,512,22316.0,
Pakistan,Asia,1952,43.4,41346560,PAK,586,685.0,
Pakistan,Asia,1957,45.6,46679944,PAK,586,747.0,
Pakistan,Asia,1962,47.7,53100671,PAK,586,803.0,
Pakistan,Asia,1967,49.8,60641899,PAK,586,942.0,
Pakistan,Asia,1972,51.9,69325921,PAK,586,1050.0,
Pakistan,Asia,1977,54.0,78152686,PAK,586,1176.0,
Pakistan,Asia,1982,56.2,91462088,PAK,586,1443.0,
Pakistan,Asia,1987,58.2,105186881,PAK,586,1705.0,
Pakistan,Asia,1992,60.8,120065004,PAK,586,1972.0,
Pakistan,Asia,1997,61.8,135564834,PAK,586,2049.0,
Pakistan,Asia,2002,63.6,153403524,PAK,586,2093.0,
Pakistan,Asia,2007,65.5,169270617,PAK,586,2606.0,
Panama,Americas,1952,55.2,940080,PAN,591,2480.0,
Panama,Americas,1957,59.2,1063506,PAN,591,2962.0,
Panama,Americas,1962,61.8,1215725,PAN,591,3537.0,
Panama,Americas,1967,64.1,1405486,PAN,591,4421.0,
Panama,Americas,1972,66.2,1616384,PAN,591,5364.0,
Panama,Americas,1977,68.7,1839782,PAN,591,5352.0,
Panama,Americas,1982,70.5,2036305,PAN,591,7010.0,
Panama,Americas,1987,71.5,2253639,PAN,591,7035.0,
Panama,Americas,1992,72.5,2484997,PAN,591,6619.0,
Panama,Americas,1997,73.7,2734531,PAN,591,7114.0,
Panama,Americas,2002,74.7,2990875,PAN,591,7356.0,
Panama,Americas,2007,75.5,3242173,PAN,591,9809.0,
Paraguay,Americas,1952,62.6,1555876,PRY,600,1952.0,
Paraguay,Americas,1957,63.2,1770902,PRY,600,2046.0,
Paraguay,Americas,1962,64.4,2009813,PRY,600,2148.0,
Paraguay,Americas,1967,65.0,2287985,PRY,600,2299.0,
Paraguay,Americas,1972,65.8,2614104,PRY,600,2523.0,
Paraguay,Americas,1977,66.4,2984494,PRY,600,3248.0,
Paraguay,Americas,1982,66.9,3366439,PRY,600,4259.0,
Paraguay,Americas,1987,67.4,3886512,PRY,600,3999.0,
Paraguay,Americas,1992,68.2,4483945,PRY,600,4196.0,
Paraguay,Americas,1997,69.4,5154123,PRY,600,4247.0,
Paraguay,Americas,2002,70.8,5884491,PRY,600,3784.0,
Paraguay,Americas,2007,71.8,6667147,PRY,600,4173.0,
Peru,Americas,1952,43.9,8025700,PER,604,3759.0,
Peru,Americas,1957,46.3,9146100,PER,604,4245.0,
Peru,Americas,1962,49.1,10516500,PER,604,4957.0,
Peru,Americas,1967,51.4,12132200,PER,604,5788.0,
Peru,Americas,1972,55.4,13954700,PER,604,5938.0,
Peru,Americas,1977,58.4,15990099,PER,604,6281.0,
Peru,Americas,1982,61.4,18125129,PER,604,6435.0,
Peru,Americas,1987,64.1,20195924,PER,604,6361.0,
Peru,Americas,1992,66.5,22430449,PER,604,4446.0,
Peru,Americas,1997,68.4,24748122,PER,604,5838.0,
Peru,Americas,2002,69.9,26769436,PER,604,5909.0,
Peru,Americas,2007,71.4,28674757,PER,604,7409.0,
Philippines,Asia,1952,47.8,22438691,PHL,608,1273.0,
Philippines,Asia,1957,51.3,26072194,PHL,608,1548.0,
Philippines,Asia,1962,54.8,30325264,PHL,608,1650.0,
Philippines,Asia,1967,56.4,35356600,PHL,608,1814.0,
Philippines,Asia,1972,58.1,40850141,PHL,608,1989.0,
Philippines,Asia,1977,60.1,46850962,PHL,608,2373.0,
Philippines,Asia,1982,62.1,53456774,PHL,608,2603.0,
Philippines,Asia,1987,64.2,60017788,PHL,608,2190.0,
Philippines,Asia,1992,66.5,67185766,PHL,608,2279.0,
Philippines,Asia,1997,68.6,75012988,PHL,608,2537.0,
Philippines,Asia,2002,70.3,82995088,PHL,608,2651.0,
Philippines,Asia,2007,71.7,91077287,PHL,608,3190.0,
Poland,Europe,1952,61.3,25730551,POL,616,4029.0,
Poland,Europe,1957,65.8,28235346,POL,616,4734.0,
Poland,Europe,1962,67.6,30329617,POL,616,5339.0,
Poland,Europe,1967,69.6,31785378,POL,616,6557.0,
Poland,Europe,1972,70.8,33039545,POL,616,8007.0,
Poland,Europe,1977,70.7,34621254,POL,616,9508.0,
Poland,Europe,1982,71.3,36227381,POL,616,8452.0,
Poland,Europe,1987,71.0,37740710,POL,616,9082.0,
Poland,Europe,1992,71.0,38370697,POL,616,7739.0,
Poland,Europe,1997,72.8,38654957,POL,616,10160.0,
Poland,Europe,2002,74.7,38625976,POL,616,12002.0,
Poland,Europe,2007,75.6,38518241,POL,616,15390.0,
Portugal,Europe,1952,59.8,8526050,PRT,620,3068.0,
Portugal,Europe,1957,61.5,8817650,PRT,620,3775.0,
Portugal,Europe,1962,64.4,9019800,PRT,620,4728.0,
Portugal,Europe,1967,66.6,9103000,PRT,620,6362.0,
Portugal,Europe,1972,69.3,8970450,PRT,620,9022.0,
Portugal,Europe,1977,70.4,9662600,PRT,620,10172.0,
Portugal,Europe,1982,72.8,9859650,PRT,620,11754.0,
Portugal,Europe,1987,74.1,9915289,PRT,620,13039.0,
Portugal,Europe,1992,74.9,9927680,PRT,620,16207.0,
Portugal,Europe,1997,76.0,10156415,PRT,620,17641.0,
Portugal,Europe,2002,77.3,10433867,PRT,620,19971.0,
Portugal,Europe,2007,78.1,10642836,PRT,620,20510.0,
Puerto Rico,Americas,1952,64.3,2227000,PRI,630,3082.0,
Puerto Rico,Americas,1957,68.5,2260000,PRI,630,3907.0,
Puerto Rico,Americas,1962,69.6,2448046,PRI,630,5108.0,
Puerto Rico,Americas,1967,71.1,2648961,PRI,630,6929.0,
Puerto Rico,Americas,1972,72.2,2847132,PRI,630,9123.0,
Puerto Rico,Americas,1977,73.4,3080828,PRI,630,9771.0,
Puerto Rico,Americas,1982,73.8,3279001,PRI,630,10331.0,
Puerto Rico,Americas,1987,74.6,3444468,PRI,630,12281.0,
Puerto Rico,Americas,1992,73.9,3585176,PRI,630,14642.0,
Puerto Rico,Americas,1997,74.9,3759430,PRI,630,16999.0,
Puerto Rico,Americas,2002,77.8,3859606,PRI,630,18856.0,
Puerto Rico,Americas,2007,78.7,3942491,PRI,630,19329.0,
Reunion,Africa,1952,52.7,257700,REU,638,2719.0,
Reunion,Africa,1957,55.1,308700,REU,638,2769.0,
Reunion,Africa,1962,57.7,358900,REU,638,3174.0,
Reunion,Africa,1967,60.5,414024,REU,638,4021.0,
Reunion,Africa,1972,64.3,461633,REU,638,5048.0,
Reunion,Africa,1977,67.1,492095,REU,638,4320.0,
Reunion,Africa,1982,69.9,517810,REU,638,5267.0,
Reunion,Africa,1987,71.9,562035,REU,638,5303.0,
Reunion,Africa,1992,73.6,622191,REU,638,6101.0,
Reunion,Africa,1997,74.8,684810,REU,638,6072.0,
Reunion,Africa,2002,75.7,743981,REU,638,6316.0,
Reunion,Africa,2007,76.4,798094,REU,638,7670.0,
Romania,Europe,1952,61.0,16630000,ROU,642,3145.0,
Romania,Europe,1957,64.1,17829327,ROU,642,3943.0,
Romania,Europe,1962,66.8,18680721,ROU,642,4735.0,
Romania,Europe,1967,66.8,19284814,ROU,642,6471.0,
Romania,Europe,1972,69.2,20662648,ROU,642,8011.0,
Romania,Europe,1977,69.5,21658597,ROU,642,9356.0,
Romania,Europe,1982,69.7,22356726,ROU,642,9605.0,
Romania,Europe,1987,69.5,22686371,ROU,642,9696.0,
Romania,Europe,1992,69.4,22797027,ROU,642,6598.0,
Romania,Europe,1997,69.7,22562458,ROU,642,7347.0,
Romania,Europe,2002,71.3,22404337,ROU,642,7885.0,
Romania,Europe,2007,72.5,22276056,ROU,642,10808.0,
Rwanda,Africa,1952,40.0,2534927,RWA,646,493.0,
Rwanda,Africa,1957,41.5,2822082,RWA,646,540.0,
Rwanda,Africa,1962,43.0,3051242,RWA,646,597.0,
Rwanda,Africa,1967,44.1,3451079,RWA,646,511.0,
Rwanda,Africa,1972,44.6,3992121,RWA,646,591.0,
